12
7938

7302 	 9543 	 4423 	 12924 	 23846 	 24153 	 1608 	 24032 	 13402 	 13715 	 8475 	 26210 	 13122 	 

22 	 260 	 1391 	 853 	 987 	 418 	 107 	 1252 	 1253 	 1716 	 717 	 963 	 
10000000 	 224 	 211 	 126 	 246 	 364 	 323 	 389 	 291 	 342 	 268 	 282 	 
59 	 10000000 	 180 	 101 	 288 	 156 	 117 	 171 	 75 	 138 	 240 	 261 	 
61 	 110 	 10000000 	 81 	 296 	 247 	 210 	 271 	 175 	 226 	 228 	 180 	 
59 	 116 	 99 	 10000000 	 286 	 256 	 216 	 280 	 179 	 233 	 155 	 177 	 
94 	 59 	 64 	 91 	 10000000 	 195 	 161 	 211 	 118 	 175 	 239 	 236 	 
532 	 594 	 585 	 500 	 766 	 10000000 	 345 	 406 	 310 	 361 	 632 	 655 	 
418 	 485 	 470 	 385 	 652 	 56 	 10000000 	 258 	 191 	 181 	 520 	 548 	 
467 	 522 	 507 	 428 	 694 	 87 	 112 	 10000000 	 237 	 276 	 567 	 586 	 
244 	 310 	 286 	 206 	 469 	 93 	 55 	 112 	 10000000 	 70 	 343 	 367 	 
263 	 322 	 303 	 223 	 492 	 82 	 69 	 100 	 33 	 10000000 	 360 	 387 	 
362 	 417 	 405 	 318 	 436 	 523 	 513 	 545 	 472 	 450 	 10000000 	 195 	 
183 	 242 	 230 	 135 	 412 	 377 	 342 	 403 	 303 	 315 	 115 	 10000000 	 
