20
25653

20730 	 17927 	 2000 	 17380 	 24344 	 7504 	 12008 	 21091 	 13145 	 6542 	 7564 	 9885 	 4581 	 13387 	 24700 	 25018 	 1666 	 24893 	 13882 	 14206 	 8778 	 

1 	 679 	 3899 	 2367 	 2750 	 1130 	 243 	 3503 	 3506 	 4824 	 1979 	 2681 	 4288 	 179 	 276 	 2734 	 3464 	 40 	 1979 	 345 	 
1 	 27 	 27 	 27 	 11 	 61 	 61 	 61 	 69 	 69 	 69 	 69 	 93 	 93 	 93 	 117 	 117 	 117 	 165 	 165 	 
37 	 1 	 1 	 1 	 37 	 7 	 7 	 7 	 11 	 11 	 11 	 11 	 13 	 13 	 13 	 17 	 17 	 17 	 97 	 97 	 
37 	 1 	 1 	 1 	 37 	 7 	 7 	 7 	 11 	 11 	 11 	 11 	 13 	 13 	 13 	 17 	 17 	 17 	 97 	 97 	 
37 	 1 	 1 	 1 	 37 	 7 	 7 	 7 	 11 	 11 	 11 	 11 	 13 	 13 	 13 	 17 	 17 	 17 	 97 	 97 	 
11 	 27 	 27 	 27 	 1 	 27 	 27 	 27 	 31 	 31 	 31 	 31 	 33 	 33 	 33 	 37 	 37 	 37 	 117 	 117 	 
75 	 7 	 7 	 7 	 37 	 1 	 1 	 1 	 5 	 5 	 5 	 5 	 7 	 7 	 7 	 13 	 13 	 13 	 25 	 25 	 
75 	 7 	 7 	 7 	 37 	 1 	 1 	 1 	 5 	 5 	 5 	 5 	 7 	 7 	 7 	 13 	 13 	 13 	 25 	 25 	 
75 	 7 	 7 	 7 	 37 	 1 	 1 	 1 	 5 	 5 	 5 	 5 	 7 	 7 	 7 	 13 	 13 	 13 	 25 	 25 	 
83 	 11 	 11 	 11 	 41 	 5 	 5 	 5 	 1 	 1 	 1 	 1 	 13 	 13 	 13 	 17 	 17 	 17 	 25 	 25 	 
83 	 11 	 11 	 11 	 41 	 5 	 5 	 5 	 1 	 1 	 1 	 1 	 13 	 13 	 13 	 17 	 17 	 17 	 25 	 25 	 
83 	 11 	 11 	 11 	 41 	 5 	 5 	 5 	 1 	 1 	 1 	 1 	 13 	 13 	 13 	 17 	 17 	 17 	 25 	 25 	 
83 	 11 	 11 	 11 	 41 	 5 	 5 	 5 	 1 	 1 	 1 	 1 	 13 	 13 	 13 	 17 	 17 	 17 	 25 	 25 	 
107 	 13 	 13 	 13 	 43 	 7 	 7 	 7 	 7 	 7 	 7 	 7 	 1 	 1 	 1 	 13 	 13 	 13 	 25 	 25 	 
107 	 13 	 13 	 13 	 43 	 7 	 7 	 7 	 7 	 7 	 7 	 7 	 1 	 1 	 1 	 13 	 13 	 13 	 25 	 25 	 
107 	 13 	 13 	 13 	 43 	 7 	 7 	 7 	 7 	 7 	 7 	 7 	 1 	 1 	 1 	 13 	 13 	 13 	 25 	 25 	 
131 	 17 	 17 	 17 	 47 	 13 	 13 	 13 	 17 	 17 	 17 	 17 	 13 	 13 	 13 	 1 	 1 	 1 	 13 	 13 	 
131 	 17 	 17 	 17 	 47 	 13 	 13 	 13 	 17 	 17 	 17 	 17 	 13 	 13 	 13 	 1 	 1 	 1 	 13 	 13 	 
131 	 17 	 17 	 17 	 47 	 13 	 13 	 13 	 17 	 17 	 17 	 17 	 13 	 13 	 13 	 1 	 1 	 1 	 13 	 13 	 
179 	 97 	 97 	 97 	 127 	 25 	 25 	 25 	 25 	 25 	 25 	 25 	 25 	 25 	 25 	 13 	 13 	 13 	 1 	 1 	 
179 	 97 	 97 	 97 	 127 	 25 	 25 	 25 	 25 	 25 	 25 	 25 	 25 	 25 	 25 	 13 	 13 	 13 	 1 	 1 	 
