15
2210

450 	 3914 	 5482 	 1689 	 2704 	 4749 	 2960 	 1473 	 1703 	 2226 	 1031 	 3014 	 5562 	 5634 	 375 	 5606 	 

8 	 50 	 253 	 157 	 181 	 79 	 23 	 228 	 228 	 311 	 132 	 176 	 278 	 19 	 25 	 
100000001 	 27 	 47 	 75 	 83 	 66 	 103 	 101 	 148 	 135 	 76 	 70 	 107 	 118 	 43 	 
67 	 100000001 	 21 	 49 	 57 	 40 	 77 	 110 	 157 	 141 	 142 	 136 	 173 	 184 	 109 	 
47 	 54 	 100000001 	 29 	 37 	 20 	 57 	 90 	 137 	 121 	 122 	 116 	 153 	 164 	 89 	 
74 	 88 	 73 	 100000001 	 31 	 47 	 51 	 84 	 131 	 115 	 118 	 138 	 175 	 186 	 116 	 
44 	 58 	 43 	 71 	 100000001 	 17 	 21 	 54 	 101 	 85 	 88 	 108 	 145 	 156 	 86 	 
28 	 42 	 27 	 55 	 63 	 100000001 	 83 	 98 	 145 	 132 	 103 	 97 	 134 	 145 	 70 	 
107 	 121 	 106 	 92 	 64 	 80 	 100000001 	 34 	 81 	 65 	 68 	 88 	 125 	 136 	 101 	 
110 	 136 	 156 	 184 	 162 	 175 	 143 	 100000001 	 48 	 35 	 35 	 55 	 92 	 103 	 68 	 
158 	 172 	 157 	 142 	 115 	 131 	 96 	 61 	 100000001 	 41 	 95 	 115 	 152 	 163 	 128 	 
144 	 170 	 175 	 160 	 133 	 149 	 114 	 35 	 32 	 100000001 	 69 	 89 	 123 	 134 	 102 	 
76 	 102 	 122 	 150 	 158 	 141 	 177 	 35 	 82 	 69 	 100000001 	 21 	 58 	 69 	 34 	 
96 	 122 	 142 	 170 	 178 	 161 	 197 	 55 	 102 	 89 	 21 	 100000001 	 38 	 49 	 54 	 
91 	 117 	 137 	 165 	 173 	 156 	 193 	 92 	 139 	 123 	 58 	 38 	 100000001 	 12 	 49 	 
80 	 106 	 126 	 154 	 162 	 145 	 182 	 92 	 139 	 126 	 58 	 38 	 55 	 100000001 	 38 	 
43 	 69 	 89 	 117 	 125 	 108 	 145 	 68 	 115 	 102 	 34 	 28 	 65 	 76 	 100000001 	 
