12
6078

1873 	 2998 	 5266 	 3282 	 1633 	 1888 	 2468 	 1144 	 3342 	 6167 	 6247 	 416 	 6215 	 

8 	 52 	 265 	 164 	 189 	 82 	 24 	 239 	 239 	 326 	 138 	 185 	 
100000001 	 40 	 157 	 142 	 136 	 184 	 109 	 191 	 105 	 77 	 80 	 105 	 
42 	 100000001 	 145 	 103 	 97 	 145 	 70 	 153 	 66 	 38 	 41 	 66 	 
172 	 131 	 100000001 	 95 	 115 	 163 	 128 	 236 	 158 	 158 	 157 	 189 	 
102 	 141 	 82 	 100000001 	 21 	 69 	 34 	 142 	 64 	 64 	 63 	 95 	 
122 	 161 	 102 	 21 	 100000001 	 49 	 54 	 159 	 84 	 84 	 83 	 115 	 
106 	 145 	 139 	 58 	 38 	 100000001 	 38 	 115 	 68 	 68 	 67 	 99 	 
69 	 108 	 115 	 34 	 28 	 76 	 100000001 	 109 	 31 	 31 	 30 	 62 	 
231 	 270 	 256 	 183 	 163 	 126 	 163 	 100000001 	 193 	 193 	 192 	 224 	 
65 	 104 	 136 	 64 	 58 	 106 	 31 	 88 	 100000001 	 29 	 26 	 32 	 
178 	 217 	 108 	 77 	 97 	 145 	 110 	 218 	 140 	 100000001 	 139 	 171 	 
40 	 79 	 135 	 63 	 57 	 105 	 30 	 113 	 26 	 28 	 100000001 	 33 	 
49 	 88 	 167 	 95 	 89 	 137 	 62 	 119 	 32 	 60 	 33 	 100000001 	 
