12
4665

3770 	 2719 	 8970 	 5200 	 4559 	 9236 	 491 	 7475 	 7560 	 8125 	 1230 	 155 	 6757 	 

6 	 51 	 265 	 163 	 188 	 81 	 22 	 238 	 238 	 326 	 137 	 184 	 
100000001 	 27 	 47 	 75 	 83 	 66 	 91 	 105 	 103 	 101 	 148 	 135 	 
67 	 100000001 	 21 	 49 	 57 	 40 	 127 	 82 	 77 	 110 	 157 	 141 	 
47 	 54 	 100000001 	 29 	 37 	 20 	 107 	 62 	 57 	 90 	 137 	 121 	 
74 	 88 	 73 	 100000001 	 31 	 47 	 134 	 56 	 51 	 84 	 131 	 115 	 
44 	 58 	 43 	 71 	 100000001 	 17 	 104 	 26 	 21 	 54 	 101 	 85 	 
28 	 42 	 27 	 55 	 63 	 100000001 	 88 	 88 	 83 	 98 	 145 	 132 	 
130 	 156 	 176 	 204 	 200 	 195 	 100000001 	 15 	 181 	 39 	 86 	 73 	 
138 	 164 	 184 	 212 	 190 	 203 	 105 	 100000001 	 171 	 29 	 76 	 63 	 
107 	 121 	 106 	 92 	 64 	 80 	 110 	 6 	 100000001 	 34 	 81 	 65 	 
110 	 136 	 156 	 184 	 162 	 175 	 77 	 82 	 143 	 100000001 	 48 	 35 	 
158 	 172 	 157 	 142 	 115 	 131 	 137 	 35 	 96 	 61 	 100000001 	 41 	 
144 	 170 	 175 	 160 	 133 	 149 	 111 	 66 	 114 	 35 	 32 	 100000001 	 
