12
4450

1903 	 1287 	 5120 	 3765 	 3925 	 3395 	 378 	 3291 	 4610 	 1421 	 2274 	 3994 	 2489 	 

8 	 50 	 253 	 157 	 181 	 79 	 23 	 228 	 228 	 311 	 132 	 176 	 
100000001 	 27 	 83 	 66 	 103 	 101 	 148 	 135 	 76 	 70 	 118 	 43 	 
67 	 100000001 	 57 	 40 	 77 	 110 	 157 	 141 	 142 	 136 	 184 	 109 	 
44 	 58 	 100000001 	 17 	 21 	 54 	 101 	 85 	 88 	 108 	 156 	 86 	 
28 	 42 	 63 	 100000001 	 83 	 98 	 145 	 132 	 103 	 97 	 145 	 70 	 
107 	 121 	 64 	 80 	 100000001 	 34 	 81 	 65 	 68 	 88 	 136 	 101 	 
110 	 136 	 162 	 175 	 143 	 100000001 	 48 	 35 	 35 	 55 	 103 	 68 	 
158 	 172 	 115 	 131 	 96 	 61 	 100000001 	 41 	 95 	 115 	 163 	 128 	 
144 	 170 	 133 	 149 	 114 	 35 	 32 	 100000001 	 69 	 89 	 134 	 102 	 
76 	 102 	 158 	 141 	 177 	 35 	 82 	 69 	 100000001 	 21 	 69 	 34 	 
96 	 122 	 178 	 161 	 197 	 55 	 102 	 89 	 21 	 100000001 	 49 	 54 	 
80 	 106 	 162 	 145 	 182 	 92 	 139 	 126 	 58 	 38 	 100000001 	 38 	 
43 	 69 	 125 	 108 	 145 	 68 	 115 	 102 	 34 	 28 	 76 	 100000001 	 
