12
6994

3605 	 6651 	 6737 	 448 	 6703 	 3738 	 3825 	 2364 	 7311 	 3660 	 1972 	 672 	 7022 	 

7 	 48 	 247 	 152 	 176 	 76 	 21 	 222 	 223 	 304 	 128 	 172 	 
100000001 	 57 	 40 	 77 	 110 	 157 	 141 	 142 	 136 	 184 	 109 	 156 	 
58 	 100000001 	 17 	 21 	 54 	 101 	 85 	 88 	 108 	 156 	 86 	 133 	 
42 	 63 	 100000001 	 83 	 98 	 145 	 132 	 103 	 97 	 145 	 70 	 117 	 
121 	 64 	 80 	 100000001 	 34 	 81 	 65 	 68 	 88 	 136 	 101 	 148 	 
136 	 162 	 175 	 143 	 100000001 	 48 	 35 	 35 	 55 	 103 	 68 	 115 	 
172 	 115 	 131 	 96 	 61 	 100000001 	 41 	 95 	 115 	 163 	 128 	 175 	 
170 	 133 	 149 	 114 	 35 	 32 	 100000001 	 69 	 89 	 134 	 102 	 149 	 
102 	 158 	 141 	 177 	 35 	 82 	 69 	 100000001 	 21 	 69 	 34 	 81 	 
122 	 178 	 161 	 197 	 55 	 102 	 89 	 21 	 100000001 	 49 	 54 	 101 	 
106 	 162 	 145 	 182 	 92 	 139 	 126 	 58 	 38 	 100000001 	 38 	 54 	 
69 	 125 	 108 	 145 	 68 	 115 	 102 	 34 	 28 	 76 	 100000001 	 48 	 
110 	 166 	 149 	 186 	 109 	 156 	 143 	 75 	 69 	 89 	 42 	 100000001 	 
