20
70932

36325 	 27868 	 20101 	 66295 	 38432 	 33694 	 68266 	 3633 	 55246 	 55876 	 60056 	 9095 	 1151 	 49946 	 62989 	 45672 	 53411 	 52627 	 72508 	 64464 	 16917 	 

332 	 628 	 2037 	 1367 	 1534 	 826 	 438 	 1864 	 1865 	 2441 	 1197 	 1504 	 2207 	 410 	 452 	 1527 	 1846 	 349 	 1197 	 482 	 
10000000 	 376 	 1001 	 1012 	 854 	 951 	 937 	 1028 	 1102 	 1236 	 1280 	 1110 	 1142 	 977 	 1390 	 859 	 1369 	 1111 	 1264 	 1436 	 
610 	 10000000 	 1069 	 981 	 1030 	 977 	 1069 	 1145 	 1101 	 1343 	 1263 	 1098 	 1305 	 1218 	 1495 	 961 	 1215 	 1234 	 1041 	 1176 	 
670 	 420 	 10000000 	 889 	 529 	 956 	 990 	 990 	 795 	 1186 	 1056 	 988 	 934 	 1010 	 1023 	 710 	 1125 	 1138 	 1204 	 1049 	 
666 	 646 	 665 	 10000000 	 560 	 492 	 529 	 593 	 506 	 770 	 681 	 577 	 794 	 725 	 997 	 797 	 899 	 756 	 526 	 1003 	 
633 	 607 	 507 	 677 	 10000000 	 660 	 743 	 782 	 583 	 927 	 779 	 866 	 869 	 621 	 799 	 500 	 997 	 788 	 884 	 793 	 
713 	 374 	 622 	 442 	 417 	 10000000 	 442 	 667 	 566 	 525 	 542 	 508 	 804 	 575 	 681 	 614 	 740 	 876 	 861 	 1019 	 
413 	 703 	 567 	 535 	 474 	 745 	 10000000 	 624 	 691 	 766 	 771 	 527 	 700 	 753 	 987 	 493 	 578 	 597 	 734 	 747 	 
827 	 667 	 683 	 536 	 669 	 661 	 706 	 10000000 	 689 	 862 	 756 	 707 	 767 	 496 	 694 	 914 	 1002 	 769 	 728 	 1047 	 
875 	 916 	 805 	 787 	 737 	 874 	 726 	 492 	 10000000 	 730 	 750 	 579 	 642 	 758 	 748 	 943 	 944 	 1024 	 938 	 1171 	 
807 	 920 	 993 	 827 	 941 	 684 	 914 	 471 	 457 	 10000000 	 729 	 556 	 654 	 587 	 803 	 963 	 897 	 1138 	 812 	 951 	 
774 	 961 	 1031 	 781 	 703 	 971 	 967 	 698 	 560 	 473 	 10000000 	 804 	 610 	 744 	 613 	 1101 	 975 	 971 	 971 	 1163 	 
806 	 664 	 763 	 641 	 788 	 633 	 871 	 476 	 382 	 586 	 502 	 10000000 	 629 	 578 	 807 	 847 	 910 	 1022 	 881 	 1088 	 
911 	 778 	 917 	 663 	 852 	 938 	 746 	 696 	 528 	 529 	 403 	 534 	 10000000 	 910 	 670 	 912 	 1045 	 1130 	 939 	 1100 	 
1059 	 767 	 1031 	 851 	 963 	 823 	 866 	 656 	 472 	 626 	 581 	 656 	 609 	 10000000 	 704 	 976 	 1239 	 1064 	 992 	 1214 	 
936 	 774 	 824 	 885 	 767 	 685 	 736 	 664 	 572 	 614 	 480 	 686 	 683 	 644 	 10000000 	 902 	 1006 	 903 	 878 	 1118 	 
648 	 594 	 615 	 716 	 511 	 571 	 623 	 493 	 697 	 671 	 682 	 533 	 711 	 717 	 1008 	 10000000 	 1026 	 787 	 990 	 813 	 
676 	 704 	 684 	 694 	 612 	 726 	 911 	 777 	 663 	 871 	 944 	 558 	 857 	 908 	 879 	 376 	 10000000 	 700 	 583 	 561 	 
853 	 655 	 737 	 653 	 627 	 609 	 768 	 796 	 636 	 852 	 828 	 877 	 674 	 664 	 693 	 568 	 556 	 10000000 	 761 	 649 	 
677 	 603 	 823 	 794 	 724 	 661 	 863 	 637 	 720 	 829 	 886 	 743 	 943 	 881 	 968 	 493 	 607 	 588 	 10000000 	 552 	 
821 	 869 	 738 	 767 	 817 	 801 	 745 	 862 	 632 	 820 	 967 	 776 	 1016 	 756 	 856 	 710 	 775 	 618 	 495 	 10000000 	 
