12
7279

4364 	 2351 	 801 	 8373 	 651 	 4423 	 3393 	 2448 	 8073 	 4680 	 4103 	 8313 	 442 	 

6 	 51 	 265 	 163 	 188 	 81 	 22 	 238 	 238 	 326 	 137 	 184 	 
100000001 	 27 	 83 	 66 	 103 	 101 	 148 	 76 	 70 	 118 	 43 	 90 	 
67 	 100000001 	 57 	 40 	 77 	 110 	 157 	 142 	 136 	 184 	 109 	 156 	 
44 	 58 	 100000001 	 17 	 21 	 54 	 101 	 88 	 108 	 156 	 86 	 133 	 
28 	 42 	 63 	 100000001 	 83 	 98 	 145 	 103 	 97 	 145 	 70 	 117 	 
107 	 121 	 64 	 80 	 100000001 	 34 	 81 	 68 	 88 	 136 	 101 	 148 	 
110 	 136 	 162 	 175 	 143 	 100000001 	 48 	 35 	 55 	 103 	 68 	 115 	 
158 	 172 	 115 	 131 	 96 	 61 	 100000001 	 95 	 115 	 163 	 128 	 175 	 
76 	 102 	 158 	 141 	 177 	 35 	 82 	 100000001 	 21 	 69 	 34 	 81 	 
96 	 122 	 178 	 161 	 197 	 55 	 102 	 21 	 100000001 	 49 	 54 	 101 	 
80 	 106 	 162 	 145 	 182 	 92 	 139 	 58 	 38 	 100000001 	 38 	 54 	 
43 	 69 	 125 	 108 	 145 	 68 	 115 	 34 	 28 	 76 	 100000001 	 48 	 
84 	 110 	 166 	 149 	 186 	 109 	 156 	 75 	 69 	 89 	 42 	 100000001 	 
