15
7279

4364 	 2351 	 801 	 8373 	 651 	 4423 	 3393 	 2448 	 8073 	 4680 	 4103 	 8313 	 442 	 6727 	 6804 	 7313 	 

6 	 51 	 265 	 163 	 188 	 81 	 22 	 238 	 238 	 326 	 137 	 184 	 291 	 17 	 24 	 
100000001 	 27 	 83 	 66 	 103 	 101 	 148 	 76 	 70 	 118 	 43 	 90 	 126 	 39 	 41 	 
67 	 100000001 	 57 	 40 	 77 	 110 	 157 	 142 	 136 	 184 	 109 	 156 	 191 	 105 	 77 	 
44 	 58 	 100000001 	 17 	 21 	 54 	 101 	 88 	 108 	 156 	 86 	 133 	 169 	 82 	 54 	 
28 	 42 	 63 	 100000001 	 83 	 98 	 145 	 103 	 97 	 145 	 70 	 117 	 153 	 66 	 38 	 
107 	 121 	 64 	 80 	 100000001 	 34 	 81 	 68 	 88 	 136 	 101 	 148 	 209 	 131 	 117 	 
110 	 136 	 162 	 175 	 143 	 100000001 	 48 	 35 	 55 	 103 	 68 	 115 	 176 	 98 	 98 	 
158 	 172 	 115 	 131 	 96 	 61 	 100000001 	 95 	 115 	 163 	 128 	 175 	 236 	 158 	 158 	 
76 	 102 	 158 	 141 	 177 	 35 	 82 	 100000001 	 21 	 69 	 34 	 81 	 142 	 64 	 64 	 
96 	 122 	 178 	 161 	 197 	 55 	 102 	 21 	 100000001 	 49 	 54 	 101 	 159 	 84 	 84 	 
80 	 106 	 162 	 145 	 182 	 92 	 139 	 58 	 38 	 100000001 	 38 	 54 	 115 	 68 	 68 	 
43 	 69 	 125 	 108 	 145 	 68 	 115 	 34 	 28 	 76 	 100000001 	 48 	 109 	 31 	 31 	 
84 	 110 	 166 	 149 	 186 	 109 	 156 	 75 	 69 	 89 	 42 	 100000001 	 62 	 72 	 72 	 
205 	 231 	 287 	 270 	 307 	 217 	 256 	 183 	 163 	 126 	 163 	 124 	 100000001 	 193 	 193 	 
39 	 65 	 121 	 104 	 141 	 89 	 136 	 64 	 58 	 106 	 31 	 78 	 88 	 100000001 	 29 	 
152 	 178 	 222 	 217 	 203 	 61 	 108 	 77 	 97 	 145 	 110 	 157 	 218 	 140 	 100000001 	 
