15
7938

7302 	 9543 	 4423 	 12924 	 23846 	 24153 	 1608 	 24032 	 13402 	 13715 	 8475 	 26210 	 13122 	 7070 	 2410 	 25177 	 

22 	 260 	 1391 	 853 	 987 	 418 	 107 	 1252 	 1253 	 1716 	 717 	 963 	 1528 	 84 	 118 	 
10000000 	 224 	 211 	 126 	 246 	 364 	 323 	 389 	 291 	 342 	 268 	 282 	 259 	 248 	 303 	 
59 	 10000000 	 180 	 101 	 288 	 156 	 117 	 171 	 75 	 138 	 240 	 261 	 235 	 222 	 283 	 
61 	 110 	 10000000 	 81 	 296 	 247 	 210 	 271 	 175 	 226 	 228 	 180 	 222 	 213 	 263 	 
59 	 116 	 99 	 10000000 	 286 	 256 	 216 	 280 	 179 	 233 	 155 	 177 	 158 	 137 	 195 	 
94 	 59 	 64 	 91 	 10000000 	 195 	 161 	 211 	 118 	 175 	 239 	 236 	 232 	 225 	 281 	 
532 	 594 	 585 	 500 	 766 	 10000000 	 345 	 406 	 310 	 361 	 632 	 655 	 633 	 623 	 680 	 
418 	 485 	 470 	 385 	 652 	 56 	 10000000 	 258 	 191 	 181 	 520 	 548 	 525 	 507 	 564 	 
467 	 522 	 507 	 428 	 694 	 87 	 112 	 10000000 	 237 	 276 	 567 	 586 	 506 	 547 	 553 	 
244 	 310 	 286 	 206 	 469 	 93 	 55 	 112 	 10000000 	 70 	 343 	 367 	 346 	 327 	 386 	 
263 	 322 	 303 	 223 	 492 	 82 	 69 	 100 	 33 	 10000000 	 360 	 387 	 358 	 341 	 401 	 
362 	 417 	 405 	 318 	 436 	 523 	 513 	 545 	 472 	 450 	 10000000 	 195 	 180 	 328 	 229 	 
183 	 242 	 230 	 135 	 412 	 377 	 342 	 403 	 303 	 315 	 115 	 10000000 	 196 	 185 	 247 	 
272 	 306 	 316 	 225 	 272 	 355 	 342 	 375 	 302 	 284 	 111 	 106 	 10000000 	 165 	 61 	 
217 	 278 	 260 	 177 	 282 	 210 	 200 	 228 	 156 	 141 	 36 	 55 	 25 	 10000000 	 78 	 
276 	 339 	 328 	 243 	 345 	 301 	 294 	 332 	 257 	 242 	 123 	 120 	 100 	 112 	 10000000 	 
