12
3320

3235 	 1442 	 2780 	 3324 	 4355 	 1605 	 1085 	 4318 	 3176 	 3310 	 2863 	 319 	 2776 	 

8 	 50 	 253 	 157 	 181 	 79 	 23 	 228 	 228 	 311 	 132 	 176 	 
100000001 	 27 	 83 	 66 	 101 	 148 	 135 	 70 	 118 	 43 	 90 	 126 	 
67 	 100000001 	 57 	 40 	 110 	 157 	 141 	 136 	 184 	 109 	 156 	 191 	 
44 	 58 	 100000001 	 17 	 54 	 101 	 85 	 108 	 156 	 86 	 133 	 169 	 
28 	 42 	 63 	 100000001 	 98 	 145 	 132 	 97 	 145 	 70 	 117 	 153 	 
110 	 136 	 162 	 175 	 100000001 	 48 	 35 	 55 	 103 	 68 	 115 	 176 	 
158 	 172 	 115 	 131 	 61 	 100000001 	 41 	 115 	 163 	 128 	 175 	 236 	 
144 	 170 	 133 	 149 	 35 	 32 	 100000001 	 89 	 134 	 102 	 149 	 210 	 
96 	 122 	 178 	 161 	 55 	 102 	 89 	 100000001 	 49 	 54 	 101 	 159 	 
80 	 106 	 162 	 145 	 92 	 139 	 126 	 38 	 100000001 	 38 	 54 	 115 	 
43 	 69 	 125 	 108 	 68 	 115 	 102 	 28 	 76 	 100000001 	 48 	 109 	 
84 	 110 	 166 	 149 	 109 	 156 	 143 	 69 	 89 	 42 	 100000001 	 62 	 
205 	 231 	 287 	 270 	 217 	 256 	 238 	 163 	 126 	 163 	 124 	 100000001 	 
