20
4735

3093 	 3698 	 4846 	 1786 	 1208 	 4804 	 3533 	 3683 	 3185 	 355 	 3088 	 4326 	 1333 	 2134 	 3748 	 2336 	 1162 	 1344 	 1756 	 814 	 2379 	 

8 	 50 	 253 	 157 	 181 	 79 	 23 	 228 	 228 	 311 	 132 	 176 	 278 	 19 	 25 	 180 	 226 	 10 	 132 	 29 	 
100000001 	 27 	 83 	 66 	 103 	 101 	 148 	 135 	 70 	 118 	 126 	 39 	 41 	 14 	 39 	 32 	 23 	 104 	 144 	 95 	 
67 	 100000001 	 57 	 40 	 77 	 110 	 157 	 141 	 136 	 184 	 191 	 105 	 77 	 80 	 105 	 98 	 89 	 131 	 177 	 122 	 
44 	 58 	 100000001 	 17 	 21 	 54 	 101 	 85 	 108 	 156 	 169 	 82 	 54 	 57 	 82 	 75 	 66 	 147 	 187 	 138 	 
28 	 42 	 63 	 100000001 	 83 	 98 	 145 	 132 	 97 	 145 	 153 	 66 	 38 	 41 	 66 	 59 	 50 	 131 	 171 	 122 	 
107 	 121 	 64 	 80 	 100000001 	 34 	 81 	 65 	 88 	 136 	 209 	 131 	 117 	 120 	 145 	 138 	 129 	 210 	 227 	 201 	 
110 	 136 	 162 	 175 	 143 	 100000001 	 48 	 35 	 55 	 103 	 176 	 98 	 98 	 97 	 129 	 136 	 132 	 199 	 194 	 204 	 
158 	 172 	 115 	 131 	 96 	 61 	 100000001 	 41 	 115 	 163 	 236 	 158 	 158 	 157 	 189 	 189 	 180 	 259 	 254 	 252 	 
144 	 170 	 133 	 149 	 114 	 35 	 32 	 100000001 	 89 	 134 	 210 	 132 	 132 	 131 	 163 	 170 	 166 	 233 	 228 	 238 	 
96 	 122 	 178 	 161 	 197 	 55 	 102 	 89 	 100000001 	 49 	 159 	 84 	 84 	 83 	 115 	 122 	 118 	 185 	 180 	 190 	 
80 	 106 	 162 	 145 	 182 	 92 	 139 	 126 	 38 	 100000001 	 115 	 68 	 68 	 67 	 99 	 106 	 102 	 138 	 133 	 150 	 
205 	 231 	 287 	 270 	 307 	 217 	 256 	 238 	 163 	 126 	 100000001 	 193 	 193 	 192 	 224 	 231 	 227 	 145 	 140 	 157 	 
39 	 65 	 121 	 104 	 141 	 89 	 136 	 123 	 58 	 106 	 88 	 100000001 	 29 	 26 	 32 	 39 	 48 	 111 	 106 	 123 	 
152 	 178 	 222 	 217 	 203 	 61 	 108 	 95 	 97 	 145 	 218 	 140 	 100000001 	 139 	 171 	 178 	 174 	 241 	 236 	 246 	 
14 	 40 	 96 	 79 	 116 	 88 	 135 	 122 	 57 	 105 	 113 	 26 	 28 	 100000001 	 33 	 40 	 36 	 117 	 131 	 108 	 
39 	 49 	 105 	 88 	 125 	 120 	 167 	 154 	 89 	 137 	 119 	 32 	 60 	 33 	 100000001 	 8 	 17 	 124 	 137 	 115 	 
32 	 42 	 98 	 81 	 118 	 116 	 163 	 150 	 85 	 133 	 115 	 28 	 56 	 29 	 8 	 100000001 	 10 	 117 	 133 	 108 	 
23 	 33 	 89 	 72 	 109 	 123 	 170 	 157 	 92 	 140 	 124 	 37 	 63 	 36 	 17 	 10 	 100000001 	 108 	 142 	 99 	 
109 	 135 	 191 	 174 	 211 	 134 	 181 	 168 	 94 	 114 	 61 	 97 	 97 	 96 	 128 	 135 	 131 	 100000001 	 47 	 64 	 
128 	 154 	 210 	 193 	 230 	 153 	 200 	 187 	 113 	 133 	 80 	 116 	 116 	 115 	 147 	 154 	 150 	 20 	 100000001 	 18 	 
154 	 180 	 236 	 219 	 256 	 179 	 226 	 213 	 139 	 159 	 106 	 142 	 142 	 141 	 173 	 180 	 176 	 46 	 58 	 100000001 	 
