15
6994

3605 	 6651 	 6737 	 448 	 6703 	 3738 	 3825 	 2364 	 7311 	 3660 	 1972 	 672 	 7022 	 546 	 3710 	 2846 	 

7 	 48 	 247 	 152 	 176 	 76 	 21 	 222 	 223 	 304 	 128 	 172 	 271 	 17 	 24 	 
100000001 	 57 	 40 	 77 	 110 	 157 	 141 	 142 	 136 	 184 	 109 	 156 	 105 	 77 	 80 	 
58 	 100000001 	 17 	 21 	 54 	 101 	 85 	 88 	 108 	 156 	 86 	 133 	 82 	 54 	 57 	 
42 	 63 	 100000001 	 83 	 98 	 145 	 132 	 103 	 97 	 145 	 70 	 117 	 66 	 38 	 41 	 
121 	 64 	 80 	 100000001 	 34 	 81 	 65 	 68 	 88 	 136 	 101 	 148 	 131 	 117 	 120 	 
136 	 162 	 175 	 143 	 100000001 	 48 	 35 	 35 	 55 	 103 	 68 	 115 	 98 	 98 	 97 	 
172 	 115 	 131 	 96 	 61 	 100000001 	 41 	 95 	 115 	 163 	 128 	 175 	 158 	 158 	 157 	 
170 	 133 	 149 	 114 	 35 	 32 	 100000001 	 69 	 89 	 134 	 102 	 149 	 132 	 132 	 131 	 
102 	 158 	 141 	 177 	 35 	 82 	 69 	 100000001 	 21 	 69 	 34 	 81 	 64 	 64 	 63 	 
122 	 178 	 161 	 197 	 55 	 102 	 89 	 21 	 100000001 	 49 	 54 	 101 	 84 	 84 	 83 	 
106 	 162 	 145 	 182 	 92 	 139 	 126 	 58 	 38 	 100000001 	 38 	 54 	 68 	 68 	 67 	 
69 	 125 	 108 	 145 	 68 	 115 	 102 	 34 	 28 	 76 	 100000001 	 48 	 31 	 31 	 30 	 
110 	 166 	 149 	 186 	 109 	 156 	 143 	 75 	 69 	 89 	 42 	 100000001 	 72 	 72 	 71 	 
65 	 121 	 104 	 141 	 89 	 136 	 123 	 64 	 58 	 106 	 31 	 78 	 100000001 	 29 	 26 	 
178 	 222 	 217 	 203 	 61 	 108 	 95 	 77 	 97 	 145 	 110 	 157 	 140 	 100000001 	 139 	 
40 	 96 	 79 	 116 	 88 	 135 	 122 	 63 	 57 	 105 	 30 	 77 	 26 	 28 	 100000001 	 
