25
70932

36325 	 27868 	 20101 	 66295 	 38432 	 33694 	 68266 	 3633 	 55246 	 55876 	 60056 	 9095 	 1151 	 49946 	 62989 	 45672 	 53411 	 52627 	 72508 	 64464 	 16917 	 22223 	 25465 	 37236 	 42884 	 61374 	 

332 	 628 	 2037 	 1367 	 1534 	 826 	 438 	 1864 	 1865 	 2441 	 1197 	 1504 	 2207 	 410 	 452 	 1527 	 1846 	 349 	 1197 	 482 	 1274 	 1882 	 1661 	 2431 	 2241 	 
10000000 	 376 	 1001 	 1012 	 854 	 951 	 937 	 1028 	 1102 	 1236 	 1280 	 1110 	 1142 	 977 	 1390 	 859 	 1369 	 1111 	 1264 	 1436 	 1092 	 937 	 1048 	 963 	 1080 	 
610 	 10000000 	 1069 	 981 	 1030 	 977 	 1069 	 1145 	 1101 	 1343 	 1263 	 1098 	 1305 	 1218 	 1495 	 961 	 1215 	 1234 	 1041 	 1176 	 1123 	 1238 	 1134 	 1032 	 1193 	 
670 	 420 	 10000000 	 889 	 529 	 956 	 990 	 990 	 795 	 1186 	 1056 	 988 	 934 	 1010 	 1023 	 710 	 1125 	 1138 	 1204 	 1049 	 985 	 846 	 658 	 601 	 881 	 
666 	 646 	 665 	 10000000 	 560 	 492 	 529 	 593 	 506 	 770 	 681 	 577 	 794 	 725 	 997 	 797 	 899 	 756 	 526 	 1003 	 640 	 630 	 677 	 636 	 695 	 
633 	 607 	 507 	 677 	 10000000 	 660 	 743 	 782 	 583 	 927 	 779 	 866 	 869 	 621 	 799 	 500 	 997 	 788 	 884 	 793 	 859 	 616 	 439 	 484 	 672 	 
713 	 374 	 622 	 442 	 417 	 10000000 	 442 	 667 	 566 	 525 	 542 	 508 	 804 	 575 	 681 	 614 	 740 	 876 	 861 	 1019 	 700 	 698 	 577 	 692 	 802 	 
413 	 703 	 567 	 535 	 474 	 745 	 10000000 	 624 	 691 	 766 	 771 	 527 	 700 	 753 	 987 	 493 	 578 	 597 	 734 	 747 	 599 	 673 	 682 	 716 	 677 	 
827 	 667 	 683 	 536 	 669 	 661 	 706 	 10000000 	 689 	 862 	 756 	 707 	 767 	 496 	 694 	 914 	 1002 	 769 	 728 	 1047 	 725 	 895 	 749 	 928 	 1052 	 
875 	 916 	 805 	 787 	 737 	 874 	 726 	 492 	 10000000 	 730 	 750 	 579 	 642 	 758 	 748 	 943 	 944 	 1024 	 938 	 1171 	 747 	 1067 	 944 	 809 	 944 	 
807 	 920 	 993 	 827 	 941 	 684 	 914 	 471 	 457 	 10000000 	 729 	 556 	 654 	 587 	 803 	 963 	 897 	 1138 	 812 	 951 	 973 	 1006 	 798 	 935 	 1071 	 
774 	 961 	 1031 	 781 	 703 	 971 	 967 	 698 	 560 	 473 	 10000000 	 804 	 610 	 744 	 613 	 1101 	 975 	 971 	 971 	 1163 	 826 	 990 	 911 	 955 	 1157 	 
806 	 664 	 763 	 641 	 788 	 633 	 871 	 476 	 382 	 586 	 502 	 10000000 	 629 	 578 	 807 	 847 	 910 	 1022 	 881 	 1088 	 1010 	 935 	 1025 	 933 	 906 	 
911 	 778 	 917 	 663 	 852 	 938 	 746 	 696 	 528 	 529 	 403 	 534 	 10000000 	 910 	 670 	 912 	 1045 	 1130 	 939 	 1100 	 874 	 1188 	 889 	 957 	 1194 	 
1059 	 767 	 1031 	 851 	 963 	 823 	 866 	 656 	 472 	 626 	 581 	 656 	 609 	 10000000 	 704 	 976 	 1239 	 1064 	 992 	 1214 	 886 	 988 	 1024 	 943 	 1138 	 
936 	 774 	 824 	 885 	 767 	 685 	 736 	 664 	 572 	 614 	 480 	 686 	 683 	 644 	 10000000 	 902 	 1006 	 903 	 878 	 1118 	 843 	 879 	 964 	 1039 	 1157 	 
648 	 594 	 615 	 716 	 511 	 571 	 623 	 493 	 697 	 671 	 682 	 533 	 711 	 717 	 1008 	 10000000 	 1026 	 787 	 990 	 813 	 937 	 663 	 826 	 589 	 843 	 
676 	 704 	 684 	 694 	 612 	 726 	 911 	 777 	 663 	 871 	 944 	 558 	 857 	 908 	 879 	 376 	 10000000 	 700 	 583 	 561 	 729 	 971 	 602 	 720 	 800 	 
853 	 655 	 737 	 653 	 627 	 609 	 768 	 796 	 636 	 852 	 828 	 877 	 674 	 664 	 693 	 568 	 556 	 10000000 	 761 	 649 	 683 	 735 	 459 	 791 	 646 	 
677 	 603 	 823 	 794 	 724 	 661 	 863 	 637 	 720 	 829 	 886 	 743 	 943 	 881 	 968 	 493 	 607 	 588 	 10000000 	 552 	 711 	 956 	 744 	 878 	 673 	 
821 	 869 	 738 	 767 	 817 	 801 	 745 	 862 	 632 	 820 	 967 	 776 	 1016 	 756 	 856 	 710 	 775 	 618 	 495 	 10000000 	 855 	 678 	 564 	 726 	 800 	 
845 	 768 	 715 	 879 	 816 	 562 	 759 	 718 	 753 	 705 	 822 	 643 	 945 	 601 	 809 	 652 	 663 	 399 	 378 	 794 	 10000000 	 781 	 727 	 869 	 583 	 
895 	 677 	 989 	 740 	 892 	 722 	 819 	 958 	 879 	 881 	 789 	 850 	 982 	 722 	 829 	 807 	 1066 	 983 	 794 	 914 	 825 	 10000000 	 798 	 748 	 546 	 
722 	 893 	 857 	 717 	 761 	 759 	 740 	 641 	 636 	 788 	 909 	 804 	 877 	 717 	 718 	 728 	 1100 	 1019 	 1016 	 1039 	 799 	 493 	 10000000 	 575 	 652 	 
812 	 754 	 648 	 618 	 777 	 594 	 725 	 836 	 589 	 769 	 646 	 642 	 602 	 746 	 928 	 435 	 998 	 750 	 659 	 991 	 799 	 551 	 778 	 10000000 	 633 	 
679 	 605 	 576 	 574 	 491 	 580 	 454 	 829 	 777 	 848 	 728 	 787 	 623 	 631 	 926 	 673 	 758 	 818 	 647 	 795 	 701 	 631 	 628 	 516 	 10000000 	 
