12
2210

450 	 3914 	 5482 	 1689 	 2704 	 4749 	 2960 	 1473 	 1703 	 2226 	 1031 	 3014 	 5562 	 

8 	 50 	 253 	 157 	 181 	 79 	 23 	 228 	 228 	 311 	 132 	 176 	 
100000001 	 27 	 47 	 75 	 83 	 66 	 103 	 101 	 148 	 135 	 76 	 70 	 
67 	 100000001 	 21 	 49 	 57 	 40 	 77 	 110 	 157 	 141 	 142 	 136 	 
47 	 54 	 100000001 	 29 	 37 	 20 	 57 	 90 	 137 	 121 	 122 	 116 	 
74 	 88 	 73 	 100000001 	 31 	 47 	 51 	 84 	 131 	 115 	 118 	 138 	 
44 	 58 	 43 	 71 	 100000001 	 17 	 21 	 54 	 101 	 85 	 88 	 108 	 
28 	 42 	 27 	 55 	 63 	 100000001 	 83 	 98 	 145 	 132 	 103 	 97 	 
107 	 121 	 106 	 92 	 64 	 80 	 100000001 	 34 	 81 	 65 	 68 	 88 	 
110 	 136 	 156 	 184 	 162 	 175 	 143 	 100000001 	 48 	 35 	 35 	 55 	 
158 	 172 	 157 	 142 	 115 	 131 	 96 	 61 	 100000001 	 41 	 95 	 115 	 
144 	 170 	 175 	 160 	 133 	 149 	 114 	 35 	 32 	 100000001 	 69 	 89 	 
76 	 102 	 122 	 150 	 158 	 141 	 177 	 35 	 82 	 69 	 100000001 	 21 	 
96 	 122 	 142 	 170 	 178 	 161 	 197 	 55 	 102 	 89 	 21 	 100000001 	 
