20
4665

3770 	 2719 	 8970 	 5200 	 4559 	 9236 	 491 	 7475 	 7560 	 8125 	 1230 	 155 	 6757 	 8522 	 6179 	 7226 	 7120 	 9810 	 8722 	 2289 	 3006 	 

6 	 51 	 265 	 163 	 188 	 81 	 22 	 238 	 238 	 326 	 137 	 184 	 291 	 17 	 24 	 187 	 236 	 8 	 137 	 28 	 
100000001 	 27 	 47 	 75 	 83 	 66 	 91 	 105 	 103 	 101 	 148 	 135 	 91 	 76 	 70 	 107 	 118 	 43 	 72 	 97 	 
67 	 100000001 	 21 	 49 	 57 	 40 	 127 	 82 	 77 	 110 	 157 	 141 	 157 	 142 	 136 	 173 	 184 	 109 	 138 	 163 	 
47 	 54 	 100000001 	 29 	 37 	 20 	 107 	 62 	 57 	 90 	 137 	 121 	 137 	 122 	 116 	 153 	 164 	 89 	 118 	 143 	 
74 	 88 	 73 	 100000001 	 31 	 47 	 134 	 56 	 51 	 84 	 131 	 115 	 159 	 118 	 138 	 175 	 186 	 116 	 145 	 170 	 
44 	 58 	 43 	 71 	 100000001 	 17 	 104 	 26 	 21 	 54 	 101 	 85 	 129 	 88 	 108 	 145 	 156 	 86 	 115 	 140 	 
28 	 42 	 27 	 55 	 63 	 100000001 	 88 	 88 	 83 	 98 	 145 	 132 	 118 	 103 	 97 	 134 	 145 	 70 	 99 	 124 	 
130 	 156 	 176 	 204 	 200 	 195 	 100000001 	 15 	 181 	 39 	 86 	 73 	 96 	 55 	 75 	 112 	 123 	 88 	 117 	 142 	 
138 	 164 	 184 	 212 	 190 	 203 	 105 	 100000001 	 171 	 29 	 76 	 63 	 104 	 63 	 83 	 120 	 131 	 96 	 125 	 150 	 
107 	 121 	 106 	 92 	 64 	 80 	 110 	 6 	 100000001 	 34 	 81 	 65 	 109 	 68 	 88 	 125 	 136 	 101 	 130 	 155 	 
110 	 136 	 156 	 184 	 162 	 175 	 77 	 82 	 143 	 100000001 	 48 	 35 	 76 	 35 	 55 	 92 	 103 	 68 	 97 	 122 	 
158 	 172 	 157 	 142 	 115 	 131 	 137 	 35 	 96 	 61 	 100000001 	 41 	 136 	 95 	 115 	 152 	 163 	 128 	 157 	 182 	 
144 	 170 	 175 	 160 	 133 	 149 	 111 	 66 	 114 	 35 	 32 	 100000001 	 103 	 69 	 89 	 123 	 134 	 102 	 131 	 156 	 
118 	 144 	 164 	 192 	 200 	 183 	 85 	 99 	 205 	 74 	 110 	 92 	 100000001 	 43 	 52 	 45 	 56 	 76 	 91 	 97 	 
76 	 102 	 122 	 150 	 158 	 141 	 43 	 57 	 177 	 35 	 82 	 69 	 42 	 100000001 	 21 	 58 	 69 	 34 	 63 	 88 	 
96 	 122 	 142 	 170 	 178 	 161 	 63 	 77 	 197 	 55 	 102 	 89 	 22 	 21 	 100000001 	 38 	 49 	 54 	 83 	 90 	 
91 	 117 	 137 	 165 	 173 	 156 	 100 	 114 	 193 	 92 	 139 	 123 	 45 	 58 	 38 	 100000001 	 12 	 49 	 47 	 53 	 
80 	 106 	 126 	 154 	 162 	 145 	 100 	 114 	 182 	 92 	 139 	 126 	 59 	 58 	 38 	 55 	 100000001 	 38 	 36 	 42 	 
43 	 69 	 89 	 117 	 125 	 108 	 76 	 90 	 145 	 68 	 115 	 102 	 49 	 34 	 28 	 65 	 76 	 100000001 	 30 	 55 	 
102 	 128 	 148 	 176 	 184 	 167 	 135 	 149 	 204 	 127 	 174 	 161 	 105 	 93 	 84 	 70 	 47 	 60 	 100000001 	 26 	 
101 	 127 	 147 	 175 	 183 	 166 	 121 	 135 	 203 	 113 	 160 	 147 	 80 	 79 	 59 	 45 	 22 	 59 	 57 	 100000001 	 
