15
4665

3770 	 2719 	 8970 	 5200 	 4559 	 9236 	 491 	 7475 	 7560 	 8125 	 1230 	 155 	 6757 	 8522 	 6179 	 7226 	 

6 	 51 	 265 	 163 	 188 	 81 	 22 	 238 	 238 	 326 	 137 	 184 	 291 	 17 	 24 	 
100000001 	 27 	 47 	 75 	 83 	 66 	 91 	 105 	 103 	 101 	 148 	 135 	 91 	 76 	 70 	 
67 	 100000001 	 21 	 49 	 57 	 40 	 127 	 82 	 77 	 110 	 157 	 141 	 157 	 142 	 136 	 
47 	 54 	 100000001 	 29 	 37 	 20 	 107 	 62 	 57 	 90 	 137 	 121 	 137 	 122 	 116 	 
74 	 88 	 73 	 100000001 	 31 	 47 	 134 	 56 	 51 	 84 	 131 	 115 	 159 	 118 	 138 	 
44 	 58 	 43 	 71 	 100000001 	 17 	 104 	 26 	 21 	 54 	 101 	 85 	 129 	 88 	 108 	 
28 	 42 	 27 	 55 	 63 	 100000001 	 88 	 88 	 83 	 98 	 145 	 132 	 118 	 103 	 97 	 
130 	 156 	 176 	 204 	 200 	 195 	 100000001 	 15 	 181 	 39 	 86 	 73 	 96 	 55 	 75 	 
138 	 164 	 184 	 212 	 190 	 203 	 105 	 100000001 	 171 	 29 	 76 	 63 	 104 	 63 	 83 	 
107 	 121 	 106 	 92 	 64 	 80 	 110 	 6 	 100000001 	 34 	 81 	 65 	 109 	 68 	 88 	 
110 	 136 	 156 	 184 	 162 	 175 	 77 	 82 	 143 	 100000001 	 48 	 35 	 76 	 35 	 55 	 
158 	 172 	 157 	 142 	 115 	 131 	 137 	 35 	 96 	 61 	 100000001 	 41 	 136 	 95 	 115 	 
144 	 170 	 175 	 160 	 133 	 149 	 111 	 66 	 114 	 35 	 32 	 100000001 	 103 	 69 	 89 	 
118 	 144 	 164 	 192 	 200 	 183 	 85 	 99 	 205 	 74 	 110 	 92 	 100000001 	 43 	 52 	 
76 	 102 	 122 	 150 	 158 	 141 	 43 	 57 	 177 	 35 	 82 	 69 	 42 	 100000001 	 21 	 
96 	 122 	 142 	 170 	 178 	 161 	 63 	 77 	 197 	 55 	 102 	 89 	 22 	 21 	 100000001 	 
